PC1,PC2
0.546907732175077,3.1584258384391295
1.9749095983239555,0.07056741162913399
0.7673836537095402,0.23716235785456363
0.1898349821074786,-0.6645487951127524
-2.0221223378207345,1.3797106918278705
1.6545249216525508,0.25653196399478034
-2.150168605658319,0.05677977173600607
-1.0761458964259771,1.0504272635450098
-1.4042403032900324,0.63605601128582
1.0323132525712515,-0.1813374709197202
0.7360030737898573,-0.16205429341127092
0.44376257422320303,-0.756735365441274
1.4604003698496681,0.46689632281836047
0.8656687429532874,0.05569874370867606
-2.185239202423018,1.0088479368134051
2.3548171228278063,0.2783112144172643
-0.4422049204079777,-0.03831714324808863
0.9384224054756815,-0.44298285734093484
-1.2436623028339677,1.588901651209616
-0.8748554662433767,-1.4998959205000646
1.2132930704173717,0.23173643848473002
0.46951550288491967,-0.23629437169260942
0.41976408901508305,0.014198102210931209
-1.9850021915365184,1.414431529542711
-0.25775176683562506,-0.8713444424972856
-0.055148851451895645,-0.9601191880120103
-0.9067818073195595,2.079108382833321
0.054668129338114616,0.5540364570978769
-0.09592440823816202,-0.1523726288654652
1.2258068677714031,-0.10075273321162004
1.2849551467432285,-0.28605264998577545
0.41680991230346126,1.2881340636300942
-0.02249073027289129,-0.7287112574658933
-1.6976902497329183,1.8591444600577858
1.5720922757829126,0.0018206391368233998
-0.6696586278734152,-0.4811570770390981
-0.49806786501603695,-1.0553690339562483
0.7200279016969933,0.1726378671090708
0.1858872793322142,-0.18902980070282296
2.163153357574198,0.326734628517832
0.6317042181960788,-0.24144250193044692
0.024454030123063148,-0.450194816046832
0.31993015582134365,0.4762795819074587
-2.654506124903156,0.9059495612222779
-2.2757271946749107,1.3751744305447873
-0.6467164059487593,-0.8189203160708871
-0.45138364547664855,0.4635544013598035
0.8689349162716713,-0.2587791142827519
1.0300044904345738,0.08401372037324181
1.3676396496463346,0.09366033221991371
1.4286600641688496,0.7211327593359721
-1.2927750781674574,1.76966896795743
0.3778598789147723,0.02344401021130582
0.18250460915245456,-0.19139828457443384
-0.6871627836063133,1.0298744299645426
